text,aspect_term,polarity
Theres also iDVD[comma] a program dedicated to putting all your favorite media together- photos[comma] recordings[comma] video projects into one program so that you can create the perfect memoir for your parents[comma] family[comma] siblings[comma] and any other person important in your life that there may be.,program,positive
Purchased for development purposes[comma] but it has turned into my everyday laptop as well for surfing[comma] e-mail[comma] etc.,surfing,positive
It gives me the power and speed that I need to run all the programs I use to edit.,programs,neutral
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply,negative
this computer will last you at least 7 years[comma] thats an amazing life spanned an electronic.,life,positive
In addition[comma] all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.,Pages,positive
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,positive
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,negative
The screen is very large and crystal clear with amazing colors and resolution.,screen,positive
sometimes you will be moving your finger and the pointer will not even move.,pointer,negative
When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again[comma] everything from programs and drivers failing again[comma] to it powering off for no reason[comma] to locking up and freezing and just all sorts of issues.,programs,negative
Everything about this computer is easy to use.,use,positive
There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.,photo management,neutral
Its not just slow on the internet[comma] its slow in general.,internet,negative
_One night I turned the freaking thing off after using it[comma] the next day I turn it on[comma] no GUI[comma] screen all dark[comma] power light steady[comma] hard drive light steady and not flashing as it usually does.,hard drive light,negative
First of all[comma] they had no record of me having the 3 year warranty I'd paid almost $400 for[comma] and I had to call in[comma] spend hours on their online chat service[comma] and fax in multiple documents.,online chat service,negative
But the biggest pain is that tech support is not available 24/7.,tech support,negative
I had my IWORKS[comma] Itunes[comma] Email[comma] MS Office[comma] network and printers set up and completely working perfectly within an hour.,IWORKS,positive
Looks nice[comma] but has a horribly cheap feel.,Looks,positive
Great Laptop for the price[comma] works well with action pack games.,price,positive
I liked the aluminum body.,aluminum body,positive
Whenever I call Dell about an unrelated problem[comma] they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.,memory,neutral
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system,negative
I preferred the fit and feel of the 13 inch.,13 inch,positive
The ATI graphics card is a huge plus[comma] definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with[comma] such as Half-Life 2 or even World of Warcraft.,games,neutral
